Year,State,District,Area_1000_ha,Production_1000_tons,Yield_kg_ha,Crop,Avg_Rainfall_mm,Avg_Temp_C,Soil_Type
2012,Madhya Pradesh,Shajapur,0.07,0.04,571.43,RICE,800,26.0,Black
2013,Madhya Pradesh,Shajapur,0.04,0.02,500.0,RICE,800,26.0,Black
2017,Madhya Pradesh,Shajapur,0.05,0.04,800.0,RICE,800,26.0,Black
2010,Madhya Pradesh,Hoshangabad,24.1,55.6,2307.05,RICE,800,26.0,Black
2011,Madhya Pradesh,Hoshangabad,26.0,52.3,2011.54,RICE,800,26.0,Black
2012,Madhya Pradesh,Hoshangabad,30.05,61.74,2054.58,RICE,800,26.0,Black
2013,Madhya Pradesh,Hoshangabad,41.8,65.92,1577.03,RICE,800,26.0,Black
2014,Madhya Pradesh,Hoshangabad,103.0,190.67,1851.17,RICE,800,26.0,Black
2015,Madhya Pradesh,Hoshangabad,111.0,316.67,2852.88,RICE,800,26.0,Black
2016,Madhya Pradesh,Hoshangabad,122.0,280.66,2300.49,RICE,800,26.0,Black
2017,Madhya Pradesh,Hoshangabad,136.8,312.65,2285.45,RICE,800,26.0,Black
2010,Andhra Pradesh,Srikakulam,279.72,358.64,1282.12,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Srikakulam,272.7,537.7,1971.75,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Srikakulam,271.63,689.11,2537.01,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Srikakulam,261.53,500.73,1914.64,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Srikakulam,272.51,613.59,2251.58,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Srikakulam,270.13,664.52,2459.96,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Srikakulam,268.4,801.97,2987.93,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Srikakulam,279.15,735.77,2635.76,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Visakhapatnam,184.32,376.1,2040.45,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Visakhapatnam,174.41,303.62,1740.86,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Visakhapatnam,166.65,312.24,1873.71,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Visakhapatnam,163.79,330.13,2015.54,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Visakhapatnam,167.72,343.73,2049.37,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Visakhapatnam,170.96,416.89,2438.59,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Visakhapatnam,172.56,436.84,2531.46,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Visakhapatnam,173.38,421.22,2429.45,RICE,800,26.0,Loamy
2010,Andhra Pradesh,East Godavari,410.53,1357.62,3306.99,RICE,800,26.0,Loamy
2011,Andhra Pradesh,East Godavari,337.09,1176.83,3491.14,RICE,800,26.0,Loamy
2012,Andhra Pradesh,East Godavari,401.06,1101.91,2747.49,RICE,800,26.0,Loamy
2013,Andhra Pradesh,East Godavari,404.68,1211.71,2994.24,RICE,800,26.0,Loamy
2014,Andhra Pradesh,East Godavari,394.12,1563.23,3966.38,RICE,800,26.0,Loamy
2015,Andhra Pradesh,East Godavari,381.74,1445.57,3786.79,RICE,800,26.0,Loamy
2016,Andhra Pradesh,East Godavari,383.96,1627.03,4237.51,RICE,800,26.0,Loamy
2017,Andhra Pradesh,East Godavari,386.54,1672.79,4327.61,RICE,800,26.0,Loamy
2010,Andhra Pradesh,West Godavari,456.52,1490.32,3264.52,RICE,800,26.0,Loamy
2011,Andhra Pradesh,West Godavari,363.79,1308.47,3596.77,RICE,800,26.0,Loamy
2012,Andhra Pradesh,West Godavari,422.51,1289.34,3051.62,RICE,800,26.0,Loamy
2013,Andhra Pradesh,West Godavari,420.62,1342.34,3191.34,RICE,800,26.0,Loamy
2014,Andhra Pradesh,West Godavari,409.29,1624.32,3968.63,RICE,800,26.0,Loamy
2015,Andhra Pradesh,West Godavari,403.8,1558.51,3859.61,RICE,800,26.0,Loamy
2016,Andhra Pradesh,West Godavari,399.41,1666.1,4171.38,RICE,800,26.0,Loamy
2017,Andhra Pradesh,West Godavari,393.22,1693.91,4307.75,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Krishna,355.34,1090.69,3069.43,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Krishna,272.03,1011.54,3718.49,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Krishna,264.53,950.52,3593.24,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Krishna,363.32,1175.52,3235.49,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Krishna,288.04,998.8,3467.57,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Krishna,220.68,762.64,3455.86,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Krishna,231.41,897.72,3879.35,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Krishna,258.73,1031.95,3988.57,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Guntur,401.59,1090.52,2715.51,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Guntur,347.32,1316.41,3790.21,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Guntur,206.87,725.08,3504.99,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Guntur,391.92,1340.84,3421.25,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Guntur,333.74,1298.65,3891.24,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Guntur,183.64,557.07,3033.49,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Guntur,194.37,801.72,4124.67,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Guntur,224.27,936.37,4175.12,RICE,800,26.0,Loamy
2010,Andhra Pradesh,S.P.S. Nellore,330.44,1202.9,3640.34,RICE,800,26.0,Loamy
2011,Andhra Pradesh,S.P.S. Nellore,299.61,1193.7,3984.22,RICE,800,26.0,Loamy
2012,Andhra Pradesh,S.P.S. Nellore,270.94,1098.63,4054.89,RICE,800,26.0,Loamy
2013,Andhra Pradesh,S.P.S. Nellore,277.55,1113.37,4011.42,RICE,800,26.0,Loamy
2014,Andhra Pradesh,S.P.S. Nellore,280.73,1123.27,4001.19,RICE,800,26.0,Loamy
2015,Andhra Pradesh,S.P.S. Nellore,305.12,1357.59,4449.4,RICE,800,26.0,Loamy
2016,Andhra Pradesh,S.P.S. Nellore,219.86,919.78,4183.55,RICE,800,26.0,Loamy
2017,Andhra Pradesh,S.P.S. Nellore,242.52,1105.54,4558.52,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Kurnool,162.16,480.21,2961.26,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Kurnool,125.68,448.24,3566.47,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Kurnool,97.75,367.26,3757.06,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Kurnool,147.06,543.56,3696.13,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Kurnool,131.75,509.21,3865.01,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Kurnool,62.69,200.17,3192.9,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Kurnool,115.13,457.91,3977.44,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Kurnool,109.67,391.52,3570.06,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Ananthapur,59.8,171.4,2866.22,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Ananthapur,48.67,120.07,2467.02,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Ananthapur,29.05,76.45,2631.67,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Ananthapur,40.4,87.94,2176.73,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Ananthapur,29.21,82.53,2825.4,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Ananthapur,33.62,97.65,2904.52,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Ananthapur,22.89,57.43,2509.33,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Ananthapur,30.91,86.36,2793.52,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Kadapa YSR,70.38,129.55,1840.72,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Kadapa YSR,53.9,158.66,2943.6,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Kadapa YSR,30.75,80.8,2627.64,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Kadapa YSR,62.71,178.29,2843.09,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Kadapa YSR,45.89,165.84,3613.86,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Kadapa YSR,40.26,123.13,3058.37,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Kadapa YSR,50.33,165.64,3291.14,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Kadapa YSR,54.98,139.76,2542.13,RICE,800,26.0,Loamy
2010,Andhra Pradesh,Chittoor,61.58,185.14,3006.5,RICE,800,26.0,Loamy
2011,Andhra Pradesh,Chittoor,51.11,168.93,3305.22,RICE,800,26.0,Loamy
2012,Andhra Pradesh,Chittoor,47.51,171.41,3607.87,RICE,800,26.0,Loamy
2013,Andhra Pradesh,Chittoor,49.86,169.02,3389.89,RICE,800,26.0,Loamy
2014,Andhra Pradesh,Chittoor,40.97,132.42,3232.12,RICE,800,26.0,Loamy
2015,Andhra Pradesh,Chittoor,88.15,334.55,3795.24,RICE,800,26.0,Loamy
2016,Andhra Pradesh,Chittoor,46.7,170.2,3644.56,RICE,800,26.0,Loamy
2017,Andhra Pradesh,Chittoor,64.81,246.15,3797.99,RICE,800,26.0,Loamy
2010,Telangana,Hyderabad,52.36,136.1,2599.31,RICE,800,26.0,Loamy
2011,Telangana,Hyderabad,43.67,103.1,2360.89,RICE,800,26.0,Loamy
2012,Telangana,Hyderabad,40.91,98.4,2405.28,RICE,800,26.0,Loamy
2013,Telangana,Hyderabad,45.04,102.87,2283.97,RICE,800,26.0,Loamy
2014,Telangana,Hyderabad,34.88,91.21,2614.97,RICE,800,26.0,Loamy
2015,Telangana,Hyderabad,24.28,61.41,2529.24,RICE,800,26.0,Loamy
2016,Telangana,Hyderabad,41.22,117.83,2858.43,RICE,800,26.0,Loamy
2017,Telangana,Hyderabad,50.34,150.2,2983.71,RICE,800,26.0,Loamy
2010,Telangana,Nizamabad,221.62,844.24,3809.4,RICE,800,26.0,Loamy
2011,Telangana,Nizamabad,259.81,972.2,3741.97,RICE,800,26.0,Loamy
2012,Telangana,Nizamabad,192.96,736.19,3815.25,RICE,800,26.0,Loamy
2013,Telangana,Nizamabad,260.81,1044.19,4003.64,RICE,800,26.0,Loamy
2014,Telangana,Nizamabad,169.27,620.53,3665.92,RICE,800,26.0,Loamy
2015,Telangana,Nizamabad,98.03,262.79,2680.71,RICE,800,26.0,Loamy
2016,Telangana,Nizamabad,265.97,1067.01,4011.74,RICE,800,26.0,Loamy
2017,Telangana,Nizamabad,267.21,968.95,3626.14,RICE,800,26.0,Loamy
2010,Telangana,Medak,144.56,514.92,3561.98,RICE,800,26.0,Loamy
2011,Telangana,Medak,137.03,406.96,2969.86,RICE,800,26.0,Loamy
2012,Telangana,Medak,110.36,372.6,3376.22,RICE,800,26.0,Loamy
2013,Telangana,Medak,170.97,624.49,3652.63,RICE,800,26.0,Loamy
2014,Telangana,Medak,110.89,363.08,3274.24,RICE,800,26.0,Loamy
2015,Telangana,Medak,84.17,239.78,2848.76,RICE,800,26.0,Loamy
2016,Telangana,Medak,160.77,596.06,3707.62,RICE,800,26.0,Loamy
2017,Telangana,Medak,180.79,615.82,3406.18,RICE,800,26.0,Loamy
2010,Telangana,Mahabubnagar,196.7,545.77,2774.63,RICE,800,26.0,Loamy
2011,Telangana,Mahabubnagar,172.07,396.56,2304.64,RICE,800,26.0,Loamy
2012,Telangana,Mahabubnagar,142.03,380.5,2679.01,RICE,800,26.0,Loamy
2013,Telangana,Mahabubnagar,168.63,478.7,2838.76,RICE,800,26.0,Loamy
2014,Telangana,Mahabubnagar,160.77,418.1,2600.61,RICE,800,26.0,Loamy
2015,Telangana,Mahabubnagar,96.28,215.02,2233.28,RICE,800,26.0,Loamy
2016,Telangana,Mahabubnagar,143.31,386.46,2696.59,RICE,800,26.0,Loamy
2017,Telangana,Mahabubnagar,170.82,420.07,2459.12,RICE,800,26.0,Loamy
2010,Telangana,Nalgonda,405.32,1323.71,3265.84,RICE,800,26.0,Loamy
2011,Telangana,Nalgonda,327.76,963.8,2940.57,RICE,800,26.0,Loamy
2012,Telangana,Nalgonda,208.52,683.87,3279.64,RICE,800,26.0,Loamy
2013,Telangana,Nalgonda,393.74,1205.29,3061.13,RICE,800,26.0,Loamy
2014,Telangana,Nalgonda,323.38,1041.36,3220.24,RICE,800,26.0,Loamy
2015,Telangana,Nalgonda,212.73,620.45,2916.61,RICE,800,26.0,Loamy
2016,Telangana,Nalgonda,356.25,1256.43,3526.82,RICE,800,26.0,Loamy
2017,Telangana,Nalgonda,415.25,1380.74,3325.09,RICE,800,26.0,Loamy
2010,Telangana,Warangal,268.06,860.41,3209.77,RICE,800,26.0,Loamy
2011,Telangana,Warangal,224.35,573.94,2558.23,RICE,800,26.0,Loamy
2012,Telangana,Warangal,209.71,689.02,3285.58,RICE,800,26.0,Loamy
2013,Telangana,Warangal,254.85,800.52,3141.14,RICE,800,26.0,Loamy
2014,Telangana,Warangal,142.01,437.44,3080.35,RICE,800,26.0,Loamy
2015,Telangana,Warangal,181.07,572.94,3164.19,RICE,800,26.0,Loamy
2016,Telangana,Warangal,275.02,973.41,3539.43,RICE,800,26.0,Loamy
2017,Telangana,Warangal,269.29,783.31,2908.75,RICE,800,26.0,Loamy
2010,Telangana,Khammam,218.25,704.07,3225.98,RICE,800,26.0,Loamy
2011,Telangana,Khammam,165.31,411.69,2490.41,RICE,800,26.0,Loamy
2012,Telangana,Khammam,153.84,473.08,3075.14,RICE,800,26.0,Loamy
2013,Telangana,Khammam,191.78,575.28,2999.69,RICE,800,26.0,Loamy
2014,Telangana,Khammam,145.71,456.18,3130.74,RICE,800,26.0,Loamy
2015,Telangana,Khammam,121.72,369.34,3034.34,RICE,800,26.0,Loamy
2016,Telangana,Khammam,121.0,445.76,3683.86,RICE,800,26.0,Loamy
2017,Telangana,Khammam,161.32,512.4,3176.26,RICE,800,26.0,Loamy
2010,Telangana,Karimnagar,381.52,1351.86,3543.35,RICE,800,26.0,Loamy
2011,Telangana,Karimnagar,343.38,1120.05,3261.84,RICE,800,26.0,Loamy
2012,Telangana,Karimnagar,289.43,1026.88,3547.94,RICE,800,26.0,Loamy
2013,Telangana,Karimnagar,417.91,1500.84,3591.3,RICE,800,26.0,Loamy
2014,Telangana,Karimnagar,278.43,990.96,3559.1,RICE,800,26.0,Loamy
2015,Telangana,Karimnagar,170.4,553.96,3250.94,RICE,800,26.0,Loamy
2016,Telangana,Karimnagar,369.13,1457.37,3948.09,RICE,800,26.0,Loamy
2017,Telangana,Karimnagar,353.68,1182.07,3342.24,RICE,800,26.0,Loamy
2010,Telangana,Adilabad,90.55,255.15,2817.78,RICE,800,26.0,Loamy
2011,Telangana,Adilabad,76.17,199.33,2616.91,RICE,800,26.0,Loamy
2012,Telangana,Adilabad,70.75,187.27,2646.93,RICE,800,26.0,Loamy
2013,Telangana,Adilabad,90.69,248.91,2744.62,RICE,800,26.0,Loamy
2014,Telangana,Adilabad,50.08,126.13,2518.57,RICE,800,26.0,Loamy
2015,Telangana,Adilabad,57.5,151.6,2636.52,RICE,800,26.0,Loamy
2016,Telangana,Adilabad,95.89,298.74,3115.42,RICE,800,26.0,Loamy
2017,Telangana,Adilabad,93.67,249.88,2667.68,RICE,800,26.0,Loamy
2010,Karnataka,Bangalore,12.06,32.09,2660.86,RICE,800,26.0,Loamy
2011,Karnataka,Bangalore,11.08,32.5,2933.21,RICE,800,26.0,Loamy
2012,Karnataka,Bangalore,8.92,22.85,2561.66,RICE,800,26.0,Loamy
2013,Karnataka,Bangalore,7.75,21.56,2781.94,RICE,800,26.0,Loamy
2014,Karnataka,Bangalore,6.84,18.35,2682.75,RICE,800,26.0,Loamy
2015,Karnataka,Bangalore,5.97,14.64,2452.26,RICE,800,26.0,Loamy
2016,Karnataka,Bangalore,4.96,9.26,1866.88,RICE,800,26.0,Loamy
2017,Karnataka,Bangalore,5.24,15.46,2950.57,RICE,800,26.0,Loamy
2010,Karnataka,Kolar,19.25,48.94,2542.34,RICE,800,26.0,Loamy
2011,Karnataka,Kolar,10.82,27.11,2505.55,RICE,800,26.0,Loamy
2012,Karnataka,Kolar,7.2,17.76,2466.67,RICE,800,26.0,Loamy
2013,Karnataka,Kolar,4.08,9.49,2325.98,RICE,800,26.0,Loamy
2014,Karnataka,Kolar,1.15,2.8,2434.78,RICE,800,26.0,Loamy
2015,Karnataka,Kolar,1.73,4.23,2445.09,RICE,800,26.0,Loamy
2016,Karnataka,Kolar,2.64,5.88,2229.72,RICE,800,26.0,Loamy
2017,Karnataka,Kolar,1.69,5.46,3233.55,RICE,800,26.0,Loamy
2010,Karnataka,Tumkur,34.58,98.43,2846.44,RICE,800,26.0,Loamy
2011,Karnataka,Tumkur,28.44,79.64,2800.28,RICE,800,26.0,Loamy
2012,Karnataka,Tumkur,14.89,37.72,2533.24,RICE,800,26.0,Loamy
2013,Karnataka,Tumkur,13.04,38.49,2951.69,RICE,800,26.0,Loamy
2014,Karnataka,Tumkur,9.51,26.93,2831.76,RICE,800,26.0,Loamy
2015,Karnataka,Tumkur,10.38,29.25,2817.92,RICE,800,26.0,Loamy
2016,Karnataka,Tumkur,10.76,26.21,2434.88,RICE,800,26.0,Loamy
2017,Karnataka,Tumkur,4.86,12.29,2529.02,RICE,800,26.0,Loamy
2010,Karnataka,Mysore,143.53,441.19,3073.85,RICE,800,26.0,Loamy
2011,Karnataka,Mysore,136.45,431.65,3163.43,RICE,800,26.0,Loamy
2012,Karnataka,Mysore,102.1,325.11,3184.23,RICE,800,26.0,Loamy
2013,Karnataka,Mysore,117.83,407.47,3458.12,RICE,800,26.0,Loamy
2014,Karnataka,Mysore,117.04,395.0,3374.91,RICE,800,26.0,Loamy
2015,Karnataka,Mysore,107.4,366.09,3408.66,RICE,800,26.0,Loamy
2016,Karnataka,Mysore,72.46,204.8,2826.23,RICE,800,26.0,Loamy
2017,Karnataka,Mysore,68.14,210.73,3092.59,RICE,800,26.0,Loamy
2010,Karnataka,Mandya,81.04,277.06,3418.81,RICE,800,26.0,Loamy
2011,Karnataka,Mandya,74.16,251.64,3393.2,RICE,800,26.0,Loamy
2012,Karnataka,Mandya,49.95,155.66,3116.32,RICE,800,26.0,Loamy
2013,Karnataka,Mandya,65.62,229.15,3492.08,RICE,800,26.0,Loamy
2014,Karnataka,Mandya,66.52,245.46,3690.02,RICE,800,26.0,Loamy
2015,Karnataka,Mandya,58.49,214.38,3665.24,RICE,800,26.0,Loamy
2016,Karnataka,Mandya,43.66,113.68,2603.46,RICE,800,26.0,Loamy
2017,Karnataka,Mandya,33.85,100.51,2969.07,RICE,800,26.0,Loamy
2010,Karnataka,Hassan,51.75,149.23,2883.67,RICE,800,26.0,Loamy
2011,Karnataka,Hassan,48.87,120.86,2473.09,RICE,800,26.0,Loamy
2012,Karnataka,Hassan,49.29,107.78,2186.65,RICE,800,26.0,Loamy
2013,Karnataka,Hassan,51.8,158.59,3061.58,RICE,800,26.0,Loamy
2014,Karnataka,Hassan,48.07,146.29,3043.27,RICE,800,26.0,Loamy
2015,Karnataka,Hassan,42.82,117.08,2734.24,RICE,800,26.0,Loamy
2016,Karnataka,Hassan,26.1,53.23,2039.43,RICE,800,26.0,Loamy
2017,Karnataka,Hassan,21.63,70.09,3241.2,RICE,800,26.0,Loamy
2010,Karnataka,Shimoge,132.39,366.59,2769.02,RICE,800,26.0,Loamy
2011,Karnataka,Shimoge,128.98,376.58,2919.68,RICE,800,26.0,Loamy
2012,Karnataka,Shimoge,123.31,328.9,2667.26,RICE,800,26.0,Loamy
2013,Karnataka,Shimoge,124.62,380.81,3055.77,RICE,800,26.0,Loamy
2014,Karnataka,Shimoge,121.87,370.01,3036.1,RICE,800,26.0,Loamy
2015,Karnataka,Shimoge,110.03,286.76,2606.2,RICE,800,26.0,Loamy
2016,Karnataka,Shimoge,104.44,218.6,2092.95,RICE,800,26.0,Loamy
2017,Karnataka,Shimoge,93.52,235.1,2513.97,RICE,800,26.0,Loamy
2010,Karnataka,Chickmagalur,44.06,115.48,2620.97,RICE,800,26.0,Loamy
2011,Karnataka,Chickmagalur,45.38,116.76,2572.94,RICE,800,26.0,Loamy
2012,Karnataka,Chickmagalur,37.99,87.47,2302.45,RICE,800,26.0,Loamy
2013,Karnataka,Chickmagalur,41.05,112.1,2730.82,RICE,800,26.0,Loamy
2014,Karnataka,Chickmagalur,40.34,105.3,2610.31,RICE,800,26.0,Loamy
2015,Karnataka,Chickmagalur,33.04,88.32,2673.12,RICE,800,26.0,Loamy
2016,Karnataka,Chickmagalur,29.93,71.84,2400.32,RICE,800,26.0,Loamy
2017,Karnataka,Chickmagalur,26.9,64.63,2402.86,RICE,800,26.0,Loamy
2010,Karnataka,Chitradurga,156.47,532.01,3400.08,RICE,800,26.0,Loamy
2011,Karnataka,Chitradurga,151.32,516.96,3416.34,RICE,800,26.0,Loamy
2012,Karnataka,Chitradurga,120.43,395.38,3283.07,RICE,800,26.0,Loamy
2013,Karnataka,Chitradurga,129.79,456.33,3515.91,RICE,800,26.0,Loamy
2014,Karnataka,Chitradurga,138.71,504.16,3634.63,RICE,800,26.0,Loamy
2015,Karnataka,Chitradurga,99.56,371.56,3732.02,RICE,800,26.0,Loamy
2016,Karnataka,Chitradurga,78.72,252.25,3204.37,RICE,800,26.0,Loamy
2017,Karnataka,Chitradurga,65.99,248.3,3762.79,RICE,800,26.0,Loamy
2010,Karnataka,Bellary,130.68,462.98,3542.85,RICE,800,26.0,Loamy
2011,Karnataka,Bellary,116.17,410.63,3534.73,RICE,800,26.0,Loamy
2012,Karnataka,Bellary,109.15,387.78,3552.73,RICE,800,26.0,Loamy
2013,Karnataka,Bellary,110.55,418.62,3786.7,RICE,800,26.0,Loamy
2014,Karnataka,Bellary,118.64,408.13,3440.07,RICE,800,26.0,Loamy
2015,Karnataka,Bellary,93.67,341.44,3645.14,RICE,800,26.0,Loamy
2016,Karnataka,Bellary,87.01,337.8,3882.34,RICE,800,26.0,Loamy
2017,Karnataka,Bellary,101.93,388.34,3809.74,RICE,800,26.0,Loamy
2010,Karnataka,Dharwad,81.43,133.81,1643.25,RICE,800,26.0,Loamy
2011,Karnataka,Dharwad,77.22,137.78,1784.25,RICE,800,26.0,Loamy
2012,Karnataka,Dharwad,79.78,74.7,936.32,RICE,800,26.0,Loamy
2013,Karnataka,Dharwad,73.73,155.57,2110.0,RICE,800,26.0,Loamy
2014,Karnataka,Dharwad,68.9,157.35,2283.74,RICE,800,26.0,Loamy
2015,Karnataka,Dharwad,70.59,67.57,957.22,RICE,800,26.0,Loamy
2016,Karnataka,Dharwad,59.82,56.76,948.88,RICE,800,26.0,Loamy
2017,Karnataka,Dharwad,52.59,74.86,1423.5,RICE,800,26.0,Loamy
2010,Karnataka,Belgaum,68.47,135.88,1984.52,RICE,800,26.0,Loamy
2011,Karnataka,Belgaum,68.31,132.5,1939.69,RICE,800,26.0,Loamy
2012,Karnataka,Belgaum,63.7,95.08,1492.62,RICE,800,26.0,Loamy
2013,Karnataka,Belgaum,58.67,123.84,2110.79,RICE,800,26.0,Loamy
2014,Karnataka,Belgaum,59.94,176.69,2947.78,RICE,800,26.0,Loamy
2015,Karnataka,Belgaum,61.23,40.8,666.34,RICE,800,26.0,Loamy
2016,Karnataka,Belgaum,65.59,123.76,1886.84,RICE,800,26.0,Loamy
2017,Karnataka,Belgaum,64.58,148.63,2301.29,RICE,800,26.0,Loamy
2010,Karnataka,Bijapur / Vijayapura,0.21,0.59,2809.52,RICE,800,26.0,Loamy
2011,Karnataka,Bijapur / Vijayapura,0.18,0.47,2611.11,RICE,800,26.0,Loamy
2012,Karnataka,Bijapur / Vijayapura,0.15,0.38,2533.33,RICE,800,26.0,Loamy
2013,Karnataka,Bijapur / Vijayapura,0.1,0.31,3100.0,RICE,800,26.0,Loamy
2014,Karnataka,Bijapur / Vijayapura,0.08,0.23,2875.0,RICE,800,26.0,Loamy
2015,Karnataka,Bijapur / Vijayapura,0.08,0.23,2875.0,RICE,800,26.0,Loamy
2016,Karnataka,Bijapur / Vijayapura,0.03,0.09,2774.19,RICE,800,26.0,Loamy
2017,Karnataka,Bijapur / Vijayapura,0.03,0.09,2866.67,RICE,800,26.0,Loamy
2010,Karnataka,Bidar,4.93,3.87,784.99,RICE,800,26.0,Loamy
2011,Karnataka,Bidar,6.49,4.46,687.21,RICE,800,26.0,Loamy
2012,Karnataka,Bidar,4.94,4.88,987.85,RICE,800,26.0,Loamy
2013,Karnataka,Bidar,3.57,5.54,1551.82,RICE,800,26.0,Loamy
2014,Karnataka,Bidar,2.06,1.99,966.02,RICE,800,26.0,Loamy
2015,Karnataka,Bidar,1.55,1.32,851.61,RICE,800,26.0,Loamy
2016,Karnataka,Bidar,0.52,0.63,1198.1,RICE,800,26.0,Loamy
2017,Karnataka,Bidar,1.02,1.9,1864.44,RICE,800,26.0,Loamy
2010,Karnataka,Raichur,252.89,787.56,3114.24,RICE,800,26.0,Loamy
2011,Karnataka,Raichur,218.77,660.4,3018.7,RICE,800,26.0,Loamy
2012,Karnataka,Raichur,228.59,735.3,3216.68,RICE,800,26.0,Loamy
2013,Karnataka,Raichur,254.24,836.0,3288.23,RICE,800,26.0,Loamy
2014,Karnataka,Raichur,237.74,733.65,3085.93,RICE,800,26.0,Loamy
2015,Karnataka,Raichur,166.0,527.46,3177.47,RICE,800,26.0,Loamy
2016,Karnataka,Raichur,169.29,631.06,3727.77,RICE,800,26.0,Loamy
2017,Karnataka,Raichur,167.4,546.61,3265.36,RICE,800,26.0,Loamy
2010,Karnataka,Gulbarga / Kalaburagi,100.31,205.31,2046.76,RICE,800,26.0,Loamy
2011,Karnataka,Gulbarga / Kalaburagi,73.06,139.12,1904.19,RICE,800,26.0,Loamy
2012,Karnataka,Gulbarga / Kalaburagi,67.09,90.94,1355.49,RICE,800,26.0,Loamy
2013,Karnataka,Gulbarga / Kalaburagi,74.68,147.94,1980.99,RICE,800,26.0,Loamy
2014,Karnataka,Gulbarga / Kalaburagi,87.77,225.47,2568.87,RICE,800,26.0,Loamy
2015,Karnataka,Gulbarga / Kalaburagi,53.56,108.01,2016.62,RICE,800,26.0,Loamy
2016,Karnataka,Gulbarga / Kalaburagi,96.88,322.59,3329.87,RICE,800,26.0,Loamy
2017,Karnataka,Gulbarga / Kalaburagi,113.28,362.88,3203.49,RICE,800,26.0,Loamy
2010,Karnataka,Dakshina Kannada,110.97,261.18,2353.61,RICE,800,26.0,Loamy
2011,Karnataka,Dakshina Kannada,110.5,268.07,2425.97,RICE,800,26.0,Loamy
2012,Karnataka,Dakshina Kannada,105.81,268.86,2540.97,RICE,800,26.0,Loamy
2013,Karnataka,Dakshina Kannada,106.93,288.23,2695.5,RICE,800,26.0,Loamy
2014,Karnataka,Dakshina Kannada,101.9,270.35,2653.09,RICE,800,26.0,Loamy
2015,Karnataka,Dakshina Kannada,98.3,253.36,2577.42,RICE,800,26.0,Loamy
2016,Karnataka,Dakshina Kannada,87.13,247.02,2835.18,RICE,800,26.0,Loamy
2017,Karnataka,Dakshina Kannada,80.26,233.13,2904.74,RICE,800,26.0,Loamy
2010,Karnataka,Uttara Kannada,79.02,150.72,1907.37,RICE,800,26.0,Loamy
2011,Karnataka,Uttara Kannada,75.75,155.4,2051.49,RICE,800,26.0,Loamy
2012,Karnataka,Uttara Kannada,74.28,150.07,2020.33,RICE,800,26.0,Loamy
